#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=The firm shall calculate and report to Finansinspektionen the effect a sudden change in the general interest rate level (interest rate shock) has on its financial value.
6-13	960-965	shall	Modality	
6-14	966-968	be	Action[24]	
6-15	969-973	made	Action[24]	
6-16	974-982	currency	Action[24]	
6-17	983-985	by	Action[24]	
6-18	986-994	currency	Action[24]	
6-19	994-995	.	_	

#Text=A firm with interest rate risk exposure in more than ten currencies only needs to calculate the risk separately for the ten most important currencies from an interest rate risk viewpoint.
7-1	996-997	A	Actor:Agent[25]	
7-2	998-1002	firm	Actor:Agent[25]	
7-3	1003-1007	with	Constraint:Condition[26]	
7-4	1008-1016	interest	Constraint:Condition[26]	
7-5	1017-1021	rate	Constraint:Condition[26]	
7-6	1022-1026	risk	Constraint:Condition[26]	
7-7	1027-1035	exposure	Constraint:Condition[26]	
7-8	1036-1038	in	Constraint:Condition[26]	
7-9	1039-1043	more	Constraint:Condition[26]	
7-10	1044-1048	than	Constraint:Condition[26]	
7-11	1049-1052	ten	Constraint:Condition[26]	
7-12	1053-1063	currencies	Constraint:Condition[26]	
7-13	1064-1068	only	_	
7-14	1069-1074	needs	Modality	
7-15	1075-1077	to	Action[27]	
7-16	1078-1087	calculate	Action[27]	
7-17	1088-1091	the	Action[27]	
7-18	1092-1096	risk	Action[27]|Artifact[28]	
7-19	1097-1107	separately	Action[27]	
7-20	1108-1111	for	Action[27]	
7-21	1112-1115	the	Action[27]	
7-22	1116-1119	ten	Action[27]	
7-23	1120-1124	most	Action[27]	
7-24	1125-1134	important	Action[27]	
7-25	1135-1145	currencies	Action[27]	
7-26	1146-1150	from	Action[27]	
7-27	1151-1153	an	Action[27]	
7-28	1154-1162	interest	Action[27]	
7-29	1163-1167	rate	Action[27]	
7-30	1168-1172	risk	Action[27]	
7-31	1173-1182	viewpoint	Action[27]	
7-32	1182-1183	.	_	

#Text=Interest rate risks in the other currencies may be calculated as if they were in the same currency.
8-1	1184-1192	Interest	Artifact[29]	
8-2	1193-1197	rate	Artifact[29]	
8-3	1198-1203	risks	Artifact[29]	
8-4	1204-1206	in	_	
8-5	1207-1210	the	_	
8-6	1211-1216	other	_	
8-7	1217-1227	currencies	_	
8-8	1228-1231	may	Modality	
8-9	1232-1234	be	Action[30]	
8-10	1235-1245	calculated	Action[30]	
8-11	1246-1248	as	Action[30]	
8-12	1249-1251	if	Action[30]|Constraint:Condition[31]	
8-13	1252-1256	they	Action[30]|Constraint:Condition[31]	
8-14	1257-1261	were	Action[30]|Constraint:Condition[31]	
8-15	1262-1264	in	Action[30]|Constraint:Condition[31]	
8-16	1265-1268	the	Action[30]|Constraint:Condition[31]	
8-17	1269-1273	same	Action[30]|Constraint:Condition[31]	
8-18	1274-1282	currency	Action[30]|Constraint:Condition[31]	
8-19	1282-1283	.	_	
