#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=A firm shall have a documented risk tolerance that is based on a clearly expressed quantitative and qualitative view of what constitutes appropriate liquidity risk and is adapted to the firm's operational objective, strategic direction and general risk preference.
4-13	699-708	liquidity	Action[15]|Artifact[17]	
4-14	709-714	risks	Action[15]|Artifact[17]	
4-15	715-718	and	Action[15]	
4-16	719-722	its	Action[15]|Actor:Target[18]	
4-17	723-732	liquidity	Action[15]	
4-18	733-735	to	Action[15]	
4-19	736-739	the	Action[15]	
4-20	740-745	board	Action[15]|Actor:Auxiliary Party[19]	
4-21	746-748	of	Action[15]|Actor:Auxiliary Party[19]	
4-22	749-758	directors	Action[15]|Actor:Auxiliary Party[19]	
4-23	759-761	on	Action[15]	
4-24	762-763	a	Action[15]|Time[20]	
4-25	764-771	regular	Action[15]|Time[20]	
4-26	772-777	basis	Action[15]|Time[20]	
4-27	777-778	.	Action[15]	

#Text=The board of directors of a firm, at least annually, shall review and approve strategies in accordance with Chapter 4 and guidelines related to the firm’s management of liquidity risk.
5-1	780-783	The	Actor:Agent[21]	
5-2	784-789	board	Actor:Agent[21]	
5-3	790-792	of	Actor:Agent[21]	
5-4	793-802	directors	Actor:Agent[21]	
5-5	803-805	of	Actor:Agent[21]	
5-6	806-807	a	Actor:Agent[21]	
5-7	808-812	firm	Actor:Agent[21]	
5-8	812-813	,	_	
5-9	814-816	at	_	
5-10	817-822	least	_	
5-11	823-831	annually	Time	
5-12	831-832	,	_	
5-13	833-838	shall	Modality	
5-14	839-845	review	Action[22]	
5-15	846-849	and	Action[22]	
5-16	850-857	approve	Action[22]	
5-17	858-868	strategies	Action[22]|Artifact[23]	
5-18	869-871	in	Action[22]	
5-19	872-882	accordance	Action[22]	
5-20	883-887	with	Action[22]	
5-21	888-895	Chapter	Action[22]|Reference[24]	
5-22	896-897	4	Action[22]|Reference[24]	
5-23	898-901	and	Action[22]	
5-24	902-912	guidelines	Action[22]|Artifact[25]	
5-25	913-920	related	Action[22]	
5-26	921-923	to	Action[22]	
5-27	924-927	the	Action[22]|Actor:Target[26]	
5-28	928-932	firm	Action[22]|Actor:Target[26]	
5-29	932-933	’	Action[22]|Actor:Target[26]	
5-30	933-934	s	Action[22]|Actor:Target[26]	
5-31	935-945	management	Action[22]	
5-32	946-948	of	Action[22]	
5-33	949-958	liquidity	Action[22]|Artifact[27]	
5-34	959-963	risk	Action[22]|Artifact[27]	
5-35	963-964	.	Action[22]	

#Text=The board of directors shall also ensure that the firm's senior management manages liquidity risks in accordance with the firm's risk tolerance.
6-1	965-968	The	Actor:Agent[28]	
6-2	969-974	board	Actor:Agent[28]	
6-3	975-977	of	Actor:Agent[28]	
6-4	978-987	directors	Actor:Agent[28]	
6-5	988-993	shall	Modality	
6-6	994-998	also	_	
6-7	999-1005	ensure	Action[29]	
6-8	1006-1010	that	Action[29]	
6-9	1011-1014	the	Action[29]|Actor:Target[30]	
6-10	1015-1021	firm's	Action[29]|Actor:Target[30]	
6-11	1022-1028	senior	Action[29]|Actor:Target[30]	
6-12	1029-1039	management	Action[29]|Actor:Target[30]	
6-13	1040-1047	manages	Action[29]	
6-14	1048-1057	liquidity	Action[29]|Artifact[31]	
6-15	1058-1063	risks	Action[29]|Artifact[31]	
6-16	1064-1066	in	Action[29]	
6-17	1067-1077	accordance	Action[29]	
6-18	1078-1082	with	Action[29]	
6-19	1083-1086	the	Action[29]|Actor:Target[32]	
6-20	1087-1093	firm's	Action[29]|Actor:Target[32]	
6-21	1094-1098	risk	Action[29]|Artifact[33]	
6-22	1099-1108	tolerance	Action[29]|Artifact[33]	
6-23	1108-1109	.	_	

#Text=Guidelines and instructions for the management of liquidity risk shall ensure that the firm monitors and meets future liquidity needs during both normal daily management and temporary and drawn-out crisis situations.
7-1	1111-1121	Guidelines	Artifact[34]	
7-2	1122-1125	and	Artifact[34]	
7-3	1126-1138	instructions	Artifact[34]	
7-4	1139-1142	for	Artifact[34]	
7-5	1143-1146	the	Artifact[34]	
7-6	1147-1157	management	Artifact[34]	
7-7	1158-1160	of	Artifact[34]	
7-8	1161-1170	liquidity	Artifact[34]	
7-9	1171-1175	risk	Artifact[34]	
7-10	1176-1181	shall	Modality	
7-11	1182-1188	ensure	Action[35]	
7-12	1189-1193	that	Action[35]	
7-13	1194-1197	the	Action[35]|Actor:Target[36]	
7-14	1198-1202	firm	Action[35]|Actor:Target[36]	
7-15	1203-1211	monitors	Action[35]	
7-16	1212-1215	and	Action[35]	
7-17	1216-1221	meets	Action[35]	
7-18	1222-1228	future	Action[35]|Time[37]	
7-19	1229-1238	liquidity	Action[35]|Artifact[38]	
7-20	1239-1244	needs	Action[35]|Artifact[38]	
7-21	1245-1251	during	Action[35]	
7-22	1252-1256	both	Action[35]	
7-23	1257-1263	normal	Action[35]	
7-24	1264-1269	daily	Action[35]|Time[39]	
7-25	1270-1280	management	Action[35]	
7-26	1281-1284	and	Action[35]	
7-27	1285-1294	temporary	Action[35]|Time[40]	
7-28	1295-1298	and	Action[35]	
7-29	1299-1308	drawn-out	Action[35]	
7-30	1309-1315	crisis	Action[35]	
7-31	1316-1326	situations	Action[35]	
7-32	1326-1327	.	Action[35]	

#Text=Such documents shall also provide instructions for the division of responsibility and tasks, measurement methods, limits, follow-up and reporting.
8-1	1328-1332	Such	_	
8-2	1333-1342	documents	Artifact	
8-3	1343-1348	shall	Modality	
8-4	1349-1353	also	_	
8-5	1354-1361	provide	Action[41]	
8-6	1362-1374	instructions	Action[41]|Artifact[42]	
8-7	1375-1378	for	Action[41]	
8-8	1379-1382	the	Action[41]	
8-9	1383-1391	division	Action[41]	
8-10	1392-1394	of	Action[41]	
8-11	1395-1409	responsibility	Action[41]	
8-12	1410-1413	and	Action[41]	
8-13	1414-1419	tasks	Action[41]	
8-14	1419-1420	,	Action[41]	
8-15	1421-1432	measurement	Action[41]	
8-16	1433-1440	methods	Action[41]	
8-17	1440-1441	,	Action[41]	
8-18	1442-1448	limits	Action[41]	
8-19	1448-1449	,	Action[41]	
8-20	1450-1459	follow-up	Action[41]	
8-21	1460-1463	and	Action[41]	
8-22	1464-1473	reporting	Action[41]	
8-23	1473-1474	.	_	

#Text=The guidelines and instructions shall refer to the firm as a whole including any branches and, where applicable, coordination between them.
9-1	1475-1478	The	_	
9-2	1479-1489	guidelines	Artifact[43]	
9-3	1490-1493	and	Artifact[43]	
9-4	1494-1506	instructions	Artifact[43]	
9-5	1507-1512	shall	Modality	
9-6	1513-1518	refer	Action[44]	
9-7	1519-1521	to	Action[44]	
9-8	1522-1525	the	Action[44]|Actor:Target[45]	
9-9	1526-1530	firm	Action[44]|Actor:Target[45]	
9-10	1531-1533	as	Action[44]	
9-11	1534-1535	a	Action[44]	
9-12	1536-1541	whole	Action[44]	
9-13	1542-1551	including	Action[44]	
9-14	1552-1555	any	Action[44]	
9-15	1556-1564	branches	Action[44]|Actor:Auxiliary Party[46]	
9-16	1565-1568	and	Action[44]	
9-17	1568-1569	,	Action[44]	
9-18	1570-1575	where	Action[44]|Constraint:Condition[47]	
9-19	1576-1586	applicable	Action[44]|Constraint:Condition[47]	
9-20	1586-1587	,	Action[44]	
9-21	1588-1600	coordination	Action[44]|Action[48]	
9-22	1601-1608	between	Action[44]|Action[48]	
9-23	1609-1613	them	Action[44]|Action[48]|Actor:Target[49]	
9-24	1613-1614	.	_	
