#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=An institution shall apply a rule in approved international financial reporting standards if it is in agreement with the Annual Accounts for Credit Institutions and Securities Companies Act (1995:1559) and these regulations.
4-21	839-847	addition	Constraint:Condition[23]	
4-22	848-850	to	Constraint:Condition[23]	
4-23	851-861	fulfilment	Constraint:Condition[23]	
4-24	862-864	of	Constraint:Condition[23]	
4-25	865-868	the	Constraint:Condition[23]	
4-26	869-879	conditions	Constraint:Condition[23]	
4-27	880-882	in	Constraint:Condition[23]	
4-28	883-887	IFRS	Constraint:Condition[23]|Artifact[24]	
4-29	888-890	10	Constraint:Condition[23]|Artifact[24]	
4-30	891-903	Consolidated	Constraint:Condition[23]|Artifact[24]	
4-31	904-913	Financial	Constraint:Condition[23]|Artifact[24]	
4-32	914-924	Statements	Constraint:Condition[23]|Artifact[24]	
4-33	924-925	,	_	
4-34	926-930	that	_	
4-35	931-934	the	_	
4-36	935-946	institution	Situation[25]|Actor:Agent[26]	
4-37	947-952	holds	Situation[25]	
4-38	953-954	a	Situation[25]	
4-39	955-968	participation	Situation[25]	
4-40	969-971	in	Situation[25]	
4-41	972-975	the	Situation[25]	
4-42	976-987	undertaking	Situation[25]|Actor:Target[27]	
4-43	987-988	,	_	
4-44	989-991	cf	_	
4-45	991-992	.	_	

#Text=Chapter 1, section 4 of the Annual Accounts for Credit Institutions and Securities Companies Act (1995:1559) and Chapter 1, section 4 of the Annual Accounts Act (1995:1554).
5-1	993-1000	Chapter	Reference[28]	
5-2	1001-1002	1	Reference[28]	
5-3	1002-1003	,	Reference[28]	
5-4	1004-1011	section	Reference[28]	
5-5	1012-1013	4	Reference[28]	
5-6	1014-1016	of	_	
5-7	1017-1020	the	_	
5-8	1021-1027	Annual	Artifact[29]	
5-9	1028-1036	Accounts	Artifact[29]	
5-10	1037-1040	for	Artifact[29]	
5-11	1041-1047	Credit	Artifact[29]	
5-12	1048-1060	Institutions	Artifact[29]	
5-13	1061-1064	and	Artifact[29]	
5-14	1065-1075	Securities	Artifact[29]	
5-15	1076-1085	Companies	Artifact[29]	
5-16	1086-1089	Act	Artifact[29]	
5-17	1090-1091	(	Artifact[29]	
5-18	1091-1095	1995	Artifact[29]	
5-19	1095-1096	:	Artifact[29]	
5-20	1096-1100	1559	Artifact[29]	
5-21	1100-1101	)	Artifact[29]	
5-22	1102-1105	and	_	
5-23	1106-1113	Chapter	Reference[30]	
5-24	1114-1115	1	Reference[30]	
5-25	1115-1116	,	Reference[30]	
5-26	1117-1124	section	Reference[30]	
5-27	1125-1126	4	Reference[30]	
5-28	1127-1129	of	_	
5-29	1130-1133	the	_	
5-30	1134-1140	Annual	Artifact[31]	
5-31	1141-1149	Accounts	Artifact[31]	
5-32	1150-1153	Act	Artifact[31]	
5-33	1154-1155	(	Artifact[31]	
5-34	1155-1159	1995	Artifact[31]	
5-35	1159-1160	:	Artifact[31]	
5-36	1160-1164	1554	Artifact[31]	
5-37	1164-1165	)	Artifact[31]	
5-38	1165-1166	.	_	

#Text=If the institution does not hold a participation in the other undertaking but in accordance with IFRS 10 still controls the other undertaking, the institution shall disclose information regarding this situation in a note.
6-1	1168-1170	If	Constraint:Condition[32]	
6-2	1171-1174	the	Constraint:Condition[32]|Actor:Agent[33]	
6-3	1175-1186	institution	Constraint:Condition[32]|Actor:Agent[33]	
6-4	1187-1191	does	Constraint:Condition[32]|Situation[34]	
6-5	1192-1195	not	Constraint:Condition[32]|Situation[34]	
6-6	1196-1200	hold	Constraint:Condition[32]|Situation[34]	
6-7	1201-1202	a	Constraint:Condition[32]|Situation[34]	
6-8	1203-1216	participation	Constraint:Condition[32]|Situation[34]	
6-9	1217-1219	in	Constraint:Condition[32]|Situation[34]	
6-10	1220-1223	the	Constraint:Condition[32]|Situation[34]	
6-11	1224-1229	other	Constraint:Condition[32]|Situation[34]	
6-12	1230-1241	undertaking	Constraint:Condition[32]|Situation[34]|Actor:Target[35]	
6-13	1242-1245	but	Constraint:Condition[32]	
6-14	1246-1248	in	Constraint:Condition[32]	
6-15	1249-1259	accordance	Constraint:Condition[32]	
6-16	1260-1264	with	Constraint:Condition[32]	
6-17	1265-1269	IFRS	Constraint:Condition[32]|Artifact[36]	
6-18	1270-1272	10	Constraint:Condition[32]|Artifact[36]	
6-19	1273-1278	still	Constraint:Condition[32]	
6-20	1279-1287	controls	Constraint:Condition[32]|Situation[37]	
6-21	1288-1291	the	Constraint:Condition[32]|Situation[37]	
6-22	1292-1297	other	Constraint:Condition[32]|Situation[37]	
6-23	1298-1309	undertaking	Constraint:Condition[32]|Situation[37]	
6-24	1309-1310	,	_	
6-25	1311-1314	the	Actor:Agent[38]	
6-26	1315-1326	institution	Actor:Agent[38]	
6-27	1327-1332	shall	Modality	
6-28	1333-1341	disclose	Action[39]	
6-29	1342-1353	information	Action[39]|Artifact[40]	
6-30	1354-1363	regarding	Action[39]|Artifact[40]	
6-31	1364-1368	this	Action[39]|Artifact[40]	
6-32	1369-1378	situation	Action[39]|Artifact[40]	
6-33	1379-1381	in	Action[39]	
6-34	1382-1383	a	Action[39]	
6-35	1384-1388	note	Action[39]|Artifact[41]	
6-36	1388-1389	.	_	

#Text=In such a case the other undertaking shall state in a note, if it is an institution, which undertaking controls without participations and how the influence can be exercised.
7-1	1390-1392	In	_	
7-2	1393-1397	such	_	
7-3	1398-1399	a	_	
7-4	1400-1404	case	_	
7-5	1405-1408	the	_	
7-6	1409-1414	other	_	
7-7	1415-1426	undertaking	Actor:Agent	
7-8	1427-1432	shall	Modality	
7-9	1433-1438	state	Action[42]	
7-10	1439-1441	in	Action[42]	
7-11	1442-1443	a	Action[42]	
7-12	1444-1448	note	Action[42]|Artifact[43]	
7-13	1448-1449	,	_	
7-14	1450-1452	if	Constraint:Condition[44]	
7-15	1453-1455	it	Constraint:Condition[44]	
7-16	1456-1458	is	Constraint:Condition[44]	
7-17	1459-1461	an	Constraint:Condition[44]	
7-18	1462-1473	institution	Constraint:Condition[44]	
7-19	1473-1474	,	_	
7-20	1475-1480	which	_	
7-21	1481-1492	undertaking	Actor:Agent	
7-22	1493-1501	controls	Action[45]	
7-23	1502-1509	without	Action[45]	
7-24	1510-1524	participations	Action[45]	
7-25	1525-1528	and	Action[45]	
7-26	1529-1532	how	Action[45]	
7-27	1533-1536	the	Action[45]	
7-28	1537-1546	influence	Action[45]	
7-29	1547-1550	can	Action[45]	
7-30	1551-1553	be	Action[45]	
7-31	1554-1563	exercised	Action[45]	
7-32	1563-1564	.	_	

#Text=(FFFS 2013:24)
#Text=
#Text=An institution shall make a provision in its balance sheet for pension commitments for employees that are not covered by pension insurance or specifically separated assets (pension trust or the equivalent).
8-1	1565-1566	(	_	
8-2	1566-1570	FFFS	_	
8-3	1571-1575	2013	_	
8-4	1575-1576	:	_	
8-5	1576-1578	24	_	
8-6	1578-1579	)	_	
8-7	1581-1583	An	Actor:Agent[46]	
8-8	1584-1595	institution	Actor:Agent[46]	
8-9	1596-1601	shall	Modality	
8-10	1602-1606	make	Action[47]	
8-11	1607-1608	a	Action[47]	
8-12	1609-1618	provision	Action[47]|Artifact[48]	
8-13	1619-1621	in	Action[47]|Artifact[48]	
8-14	1622-1625	its	Action[47]|Artifact[48]	
8-15	1626-1633	balance	Action[47]|Artifact[48]	
8-16	1634-1639	sheet	Action[47]|Artifact[48]	
8-17	1640-1643	for	Action[47]	
8-18	1644-1651	pension	Action[47]	
8-19	1652-1663	commitments	Action[47]	
8-20	1664-1667	for	Action[47]	
8-21	1668-1677	employees	Action[47]|Actor:Target[49]	
8-22	1678-1682	that	Action[47]	
8-23	1683-1686	are	Action[47]	
8-24	1687-1690	not	Action[47]	
8-25	1691-1698	covered	Action[47]	
8-26	1699-1701	by	Action[47]	
8-27	1702-1709	pension	Action[47]|Artifact[50]	
8-28	1710-1719	insurance	Action[47]|Artifact[50]	
8-29	1720-1722	or	Action[47]	
8-30	1723-1735	specifically	Action[47]|Artifact[51]	
8-31	1736-1745	separated	Action[47]|Artifact[51]	
8-32	1746-1752	assets	Action[47]|Artifact[51]	
8-33	1753-1754	(	Action[47]	
8-34	1754-1761	pension	Action[47]|Artifact[52]	
8-35	1762-1767	trust	Action[47]|Artifact[52]	
8-36	1768-1770	or	Action[47]	
8-37	1771-1774	the	Action[47]	
8-38	1775-1785	equivalent	Action[47]	
8-39	1785-1786	)	Action[47]	
8-40	1786-1787	.	_	
