#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=The undertaking shall ensure that personnel providing advice are familiar with the legislation and rules relevant to the focus, scope and degree of difficulty of the advice.
#Text=In addition, the knowledge shall include the manner in which the duty of care, the duty to advise against a particular course of conduct, and the duty to maintain documentation shall be fulfilled.
4-1	512-514	In	_	
4-2	515-523	addition	_	
4-3	523-524	,	_	
4-4	525-528	the	Actor[20]	
4-5	529-538	knowledge	Actor[20]	
4-6	539-544	shall	Modality	
4-7	545-552	include	Situation:Result[21]	
4-8	553-556	the	Situation:Result[21]|Action[22]	
4-9	557-563	manner	Situation:Result[21]|Action[22]	
4-10	564-566	in	Situation:Result[21]|Action[22]	
4-11	567-572	which	Situation:Result[21]|Action[22]	
4-12	573-576	the	Situation:Result[21]|Action[22]	
4-13	577-581	duty	Situation:Result[21]|Action[22]|Artifact[23]	
4-14	582-584	of	Situation:Result[21]|Action[22]|Artifact[23]	
4-15	585-589	care	Situation:Result[21]|Action[22]|Artifact[23]	
4-16	589-590	,	Situation:Result[21]|Action[22]	
4-17	591-594	the	Situation:Result[21]|Action[22]	
4-18	595-599	duty	Situation:Result[21]|Action[22]|Artifact[24]	
4-19	600-602	to	Situation:Result[21]|Action[22]|Artifact[24]	
4-20	603-609	advise	Situation:Result[21]|Action[22]|Artifact[24]	
4-21	610-617	against	Situation:Result[21]|Action[22]|Artifact[24]	
4-22	618-619	a	Situation:Result[21]|Action[22]|Artifact[24]	
4-23	620-630	particular	Situation:Result[21]|Action[22]|Artifact[24]	
4-24	631-637	course	Situation:Result[21]|Action[22]|Artifact[24]	
4-25	638-640	of	Situation:Result[21]|Action[22]|Artifact[24]	
4-26	641-648	conduct	Situation:Result[21]|Action[22]|Artifact[24]	
4-27	648-649	,	Situation:Result[21]|Action[22]	
4-28	650-653	and	Situation:Result[21]|Action[22]	
4-29	654-657	the	Situation:Result[21]|Action[22]	
4-30	658-662	duty	Situation:Result[21]|Action[22]|Artifact[25]	
4-31	663-665	to	Situation:Result[21]|Action[22]|Artifact[25]	
4-32	666-674	maintain	Situation:Result[21]|Action[22]|Artifact[25]	
4-33	675-688	documentation	Situation:Result[21]|Action[22]|Artifact[25]	
4-34	689-694	shall	Situation:Result[21]|Action[22]|Modality[26]	
4-35	695-697	be	Situation:Result[21]|Action[22]	
4-36	698-707	fulfilled	Situation:Result[21]|Action[22]	
4-37	707-708	.	_	

#Text=The undertaking shall ensure that personnel providing advice can also apply knowledge regarding savings and investments in financial instruments and insurance on the basis of the focus, scope and degree of difficulty of the advice.
5-1	710-713	The	Actor:Agent[27]	
5-2	714-725	undertaking	Actor:Agent[27]	
5-3	726-731	shall	Modality	
5-4	732-738	ensure	Action[28]	
5-5	739-743	that	Action[28]	
5-6	744-753	personnel	Action[28]|Actor:Agent[29]	
5-7	754-763	providing	Action[28]|Action[30]	
5-8	764-770	advice	Action[28]|Action[30]|Artifact[31]	
5-9	771-774	can	Action[28]|Situation:Result[32]	
5-10	775-779	also	Action[28]|Situation:Result[32]	
5-11	780-785	apply	Action[28]|Situation:Result[32]	
5-12	786-795	knowledge	Action[28]|Situation:Result[32]|Artifact[33]	
5-13	796-805	regarding	Action[28]|Situation:Result[32]|Artifact[33]	
5-14	806-813	savings	Action[28]|Situation:Result[32]|Artifact[33]	
5-15	814-817	and	Action[28]|Situation:Result[32]|Artifact[33]	
5-16	818-829	investments	Action[28]|Situation:Result[32]|Artifact[33]	
5-17	830-832	in	Action[28]|Situation:Result[32]|Artifact[33]	
5-18	833-842	financial	Action[28]|Situation:Result[32]|Artifact[33]	
5-19	843-854	instruments	Action[28]|Situation:Result[32]|Artifact[33]	
5-20	855-858	and	Action[28]|Situation:Result[32]|Artifact[33]	
5-21	859-868	insurance	Action[28]|Situation:Result[32]|Artifact[33]	
5-22	869-871	on	Action[28]|Situation:Result[32]|Artifact[33]	
5-23	872-875	the	Action[28]|Situation:Result[32]|Artifact[33]	
5-24	876-881	basis	Action[28]|Situation:Result[32]|Artifact[33]	
5-25	882-884	of	Action[28]|Situation:Result[32]|Artifact[33]	
5-26	885-888	the	Action[28]|Situation:Result[32]|Artifact[33]	
5-27	889-894	focus	Action[28]|Situation:Result[32]|Artifact[33]	
5-28	894-895	,	Action[28]|Situation:Result[32]|Artifact[33]	
5-29	896-901	scope	Action[28]|Situation:Result[32]|Artifact[33]	
5-30	902-905	and	Action[28]|Situation:Result[32]|Artifact[33]	
5-31	906-912	degree	Action[28]|Situation:Result[32]|Artifact[33]	
5-32	913-915	of	Action[28]|Situation:Result[32]|Artifact[33]	
5-33	916-926	difficulty	Action[28]|Situation:Result[32]|Artifact[33]	
5-34	927-929	of	Action[28]|Situation:Result[32]	
5-35	930-933	the	Action[28]|Situation:Result[32]	
5-36	934-940	advice	Action[28]|Situation:Result[32]	
5-37	940-941	.	Action[28]|Situation:Result[32]	

#Text=In conjunction with an ongoing customer relationship between the undertaking and the consumer, the information should be regularly updated.
6-1	943-945	In	Constraint:Condition[34]	
6-2	946-957	conjunction	Constraint:Condition[34]	
6-3	958-962	with	Constraint:Condition[34]	
6-4	963-965	an	Constraint:Condition[34]	
6-5	966-973	ongoing	Constraint:Condition[34]	
6-6	974-982	customer	Constraint:Condition[34]	
6-7	983-995	relationship	Constraint:Condition[34]	
6-8	996-1003	between	Constraint:Condition[34]	
6-9	1004-1007	the	Constraint:Condition[34]|Actor:Auxiliary Party[35]	
6-10	1008-1019	undertaking	Constraint:Condition[34]|Actor:Auxiliary Party[35]	
6-11	1020-1023	and	Constraint:Condition[34]	
6-12	1024-1027	the	Constraint:Condition[34]|Actor:Auxiliary Party[36]	
6-13	1028-1036	consumer	Constraint:Condition[34]|Actor:Auxiliary Party[36]	
6-14	1036-1037	,	_	
6-15	1038-1041	the	Artifact[37]	
6-16	1042-1053	information	Artifact[37]	
6-17	1054-1060	should	Modality	
6-18	1061-1063	be	Action[38]	
6-19	1064-1073	regularly	Action[38]	
6-20	1074-1081	updated	Action[38]	
6-21	1081-1082	.	_	

#Text=The consumer's financial and other significant circumstances for the advice should be documented by stating, for example, the consumer's family situation, income, assets, expenses, liabilities and insurance situation.
7-1	1084-1087	The	Actor:Target[39]	
7-2	1088-1098	consumer's	Actor:Target[39]	
7-3	1099-1108	financial	_	
7-4	1109-1112	and	_	
7-5	1113-1118	other	_	
7-6	1119-1130	significant	_	
7-7	1131-1144	circumstances	_	
7-8	1145-1148	for	_	
7-9	1149-1152	the	_	
7-10	1153-1159	advice	_	
7-11	1160-1166	should	Modality	
7-12	1167-1169	be	Action[40]	
7-13	1170-1180	documented	Action[40]	
7-14	1181-1183	by	Action[40]	
7-15	1184-1191	stating	Action[40]	
7-16	1191-1192	,	Action[40]	
7-17	1193-1196	for	Action[40]	
7-18	1197-1204	example	Action[40]	
7-19	1204-1205	,	Action[40]	
7-20	1206-1209	the	Action[40]|Artifact[41]	
7-21	1210-1220	consumer's	Action[40]|Artifact[41]	
7-22	1221-1227	family	Action[40]|Artifact[41]	
7-23	1228-1237	situation	Action[40]|Artifact[41]	
7-24	1237-1238	,	Action[40]	
7-25	1239-1245	income	Action[40]|Artifact[42]	
7-26	1245-1246	,	Action[40]	
7-27	1247-1253	assets	Action[40]|Artifact[43]	
7-28	1253-1254	,	Action[40]	
7-29	1255-1263	expenses	Action[40]|Artifact[44]	
7-30	1263-1264	,	Action[40]	
7-31	1265-1276	liabilities	Action[40]|Artifact[45]	
7-32	1277-1280	and	Action[40]	
7-33	1281-1290	insurance	Action[40]|Artifact[46]	
7-34	1291-1300	situation	Action[40]|Artifact[46]	
7-35	1300-1301	.	Action[40]	
